rate_date	base_currency	quote_currency	spot_rate	bid_rate	ask_rate	central_bank_fixing
2025-02-21	USD	CHF	0.8759	0.8754	0.8764	0.8759
2025-02-21	USD	SGD	1.3184	1.3178	1.319	1.3184
2025-02-22	USD	EUR	0.8948	0.8944	0.8952	0.8948
2025-02-22	USD	GBP	0.7633	0.7628	0.7638	0.7633
2025-02-22	USD	INR	81.4518	81.4018	81.5018	81.4518
2025-02-22	USD	JPY	146.4944	146.3444	146.6444	146.4944
2025-02-22	USD	CAD	1.3151	1.3143	1.3159	1.3151
2025-02-22	USD	AUD	1.5117	1.5107	1.5127	1.5117
2025-02-22	USD	CHF	0.9059	0.9054	0.9064	0.9059
2025-02-22	USD	SGD	1.3283	1.3277	1.3289	1.3283
2025-02-23	USD	EUR	0.9191	0.9187	0.9195	0.9191
2025-02-23	USD	GBP	0.7906	0.7901	0.7911	0.7906
2025-02-23	USD	INR	80.9665	80.9165	81.0165	80.9665
2025-02-23	USD	JPY	142.2142	142.0642	142.3642	142.2142
2025-02-23	USD	CAD	1.3696	1.3688	1.3704	1.3696
2025-02-23	USD	AUD	1.5629	1.5619	1.5639	1.5629
2025-02-23	USD	CHF	0.8873	0.8868	0.8878	0.8873
2025-02-23	USD	SGD	1.3468	1.3462	1.3474	1.3468
2025-02-24	USD	EUR	0.9288	0.9284	0.9292	0.9288
2025-02-24	USD	GBP	0.7794	0.7789	0.7799	0.7794
2025-02-24	USD	INR	81.1327	81.0827	81.1827	81.1327
2025-02-24	USD	JPY	147.4393	147.2893	147.5893	147.4393
2025-02-24	USD	CAD	1.3892	1.3884	1.39	1.3892
2025-02-24	USD	AUD	1.546	1.545	1.547	1.546
2025-02-24	USD	CHF	0.8919	0.8914	0.8924	0.8919
2025-02-24	USD	SGD	1.3649	1.3643	1.3655	1.3649
2025-02-25	USD	EUR	0.9219	0.9215	0.9223	0.9219
2025-02-25	USD	GBP	0.7775	0.777	0.778	0.7775
2025-02-25	USD	INR	83.8878	83.8378	83.9378	83.8878
2025-02-25	USD	JPY	146.6	146.45	146.75	146.6
2025-02-25	USD	CAD	1.3852	1.3844	1.386	1.3852
2025-02-25	USD	AUD	1.4863	1.4853	1.4873	1.4863
2025-02-25	USD	CHF	0.8969	0.8964	0.8974	0.8969
2025-02-25	USD	SGD	1.3739	1.3733	1.3745	1.3739
2025-02-26	USD	EUR	0.9158	0.9154	0.9162	0.9158
2025-02-26	USD	GBP	0.8019	0.8014	0.8024	0.8019
2025-02-26	USD	INR	84.3723	84.3223	84.4223	84.3723
2025-02-26	USD	JPY	140.3112	140.1612	140.4612	140.3112
2025-02-26	USD	CAD	1.3803	1.3795	1.3811	1.3803
2025-02-26	USD	AUD	1.4862	1.4852	1.4872	1.4862
2025-02-26	USD	CHF	0.8716	0.8711	0.8721	0.8716
2025-02-26	USD	SGD	1.366	1.3654	1.3666	1.366
2025-02-27	USD	EUR	0.909	0.9086	0.9094	0.909
2025-02-27	USD	GBP	0.7748	0.7743	0.7753	0.7748
2025-02-27	USD	INR	82.2507	82.2007	82.3007	82.2507
2025-02-27	USD	JPY	143.7954	143.6454	143.9454	143.7954
2025-02-27	USD	CAD	1.3726	1.3718	1.3734	1.3726
2025-02-27	USD	AUD	1.5209	1.5199	1.5219	1.5209
2025-02-27	USD	CHF	0.9028	0.9023	0.9033	0.9028
2025-02-27	USD	SGD	1.3735	1.3729	1.3741	1.3735
2025-02-28	USD	EUR	0.9443	0.9439	0.9447	0.9443
2025-02-28	USD	GBP	0.7722	0.7717	0.7727	0.7722
2025-02-28	USD	INR	84.743	84.693	84.793	84.743
2025-02-28	USD	JPY	146.5712	146.4212	146.7212	146.5712
2025-02-28	USD	CAD	1.3724	1.3716	1.3732	1.3724
2025-02-28	USD	AUD	1.5119	1.5109	1.5129	1.5119
2025-02-28	USD	CHF	0.9043	0.9038	0.9048	0.9043
2025-02-28	USD	SGD	1.3439	1.3433	1.3445	1.3439
2025-03-01	USD	EUR	0.9236	0.9232	0.924	0.9236
2025-03-01	USD	GBP	0.8032	0.8027	0.8037	0.8032
2025-03-01	USD	INR	82.3005	82.2505	82.3505	82.3005
2025-03-01	USD	JPY	147.3535	147.2035	147.5035	147.3535
2025-03-01	USD	CAD	1.3867	1.3859	1.3875	1.3867
2025-03-01	USD	AUD	1.5553	1.5543	1.5563	1.5553
2025-03-01	USD	CHF	0.8827	0.8822	0.8832	0.8827
2025-03-01	USD	SGD	1.3339	1.3333	1.3345	1.3339
2025-03-02	USD	EUR	0.8945	0.8941	0.8949	0.8945
2025-03-02	USD	GBP	0.7893	0.7888	0.7898	0.7893
2025-03-02	USD	INR	83.496	83.446	83.546	83.496
2025-03-02	USD	JPY	140.2799	140.1299	140.4299	140.2799
2025-03-02	USD	CAD	1.3819	1.3811	1.3827	1.3819
2025-03-02	USD	AUD	1.5235	1.5225	1.5245	1.5235
2025-03-02	USD	CHF	0.8991	0.8986	0.8996	0.8991
2025-03-02	USD	SGD	1.2999	1.2993	1.3005	1.2999
2025-03-03	USD	EUR	0.9346	0.9342	0.935	0.9346
2025-03-03	USD	GBP	0.799	0.7985	0.7995	0.799
2025-03-03	USD	INR	83.2923	83.2423	83.3423	83.2923
2025-03-03	USD	JPY	144.1583	144.0083	144.3083	144.1583
2025-03-03	USD	CAD	1.3699	1.3691	1.3707	1.3699
2025-03-03	USD	AUD	1.479	1.478	1.48	1.479
2025-03-03	USD	CHF	0.8566	0.8561	0.8571	0.8566
2025-03-03	USD	SGD	1.3316	1.331	1.3322	1.3316
2025-03-04	USD	EUR	0.9265	0.9261	0.9269	0.9265
2025-03-04	USD	GBP	0.8084	0.8079	0.8089	0.8084
2025-03-04	USD	INR	83.3816	83.3316	83.4316	83.3816
2025-03-04	USD	JPY	148.2988	148.1488	148.4488	148.2988
2025-03-04	USD	CAD	1.3635	1.3627	1.3643	1.3635
2025-03-04	USD	AUD	1.4977	1.4967	1.4987	1.4977
2025-03-04	USD	CHF	0.9023	0.9018	0.9028	0.9023
2025-03-04	USD	SGD	1.3457	1.3451	1.3463	1.3457
2025-03-05	USD	EUR	0.9066	0.9062	0.907	0.9066
2025-03-05	USD	GBP	0.7667	0.7662	0.7672	0.7667
2025-03-05	USD	INR	81.2369	81.1869	81.2869	81.2369
2025-03-05	USD	JPY	141.0663	140.9163	141.2163	141.0663
2025-03-05	USD	CAD	1.359	1.3582	1.3598	1.359
2025-03-05	USD	AUD	1.5189	1.5179	1.5199	1.5189
2025-03-05	USD	CHF	0.8692	0.8687	0.8697	0.8692
2025-03-05	USD	SGD	1.2999	1.2993	1.3005	1.2999
2025-03-06	USD	EUR	0.9439	0.9435	0.9443	0.9439
2025-03-06	USD	GBP	0.7864	0.7859	0.7869	0.7864
2025-03-06	USD	INR	80.8994	80.8494	80.9494	80.8994
2025-03-06	USD	JPY	144.4742	144.3242	144.6242	144.4742
2025-03-06	USD	CAD	1.3153	1.3145	1.3161	1.3153
2025-03-06	USD	AUD	1.5172	1.5162	1.5182	1.5172
2025-03-06	USD	CHF	0.8759	0.8754	0.8764	0.8759
2025-03-06	USD	SGD	1.35	1.3494	1.3506	1.35
2025-03-07	USD	EUR	0.8959	0.8955	0.8963	0.8959
2025-03-07	USD	GBP	0.7997	0.7992	0.8002	0.7997
2025-03-07	USD	INR	81.1803	81.1303	81.2303	81.1803
2025-03-07	USD	JPY	144.8778	144.7278	145.0278	144.8778
2025-03-07	USD	CAD	1.3845	1.3837	1.3853	1.3845
2025-03-07	USD	AUD	1.5285	1.5275	1.5295	1.5285
2025-03-07	USD	CHF	0.8989	0.8984	0.8994	0.8989
2025-03-07	USD	SGD	1.3101	1.3095	1.3107	1.3101
2025-03-08	USD	EUR	0.946	0.9456	0.9464	0.946
2025-03-08	USD	GBP	0.784	0.7835	0.7845	0.784
2025-03-08	USD	INR	80.8617	80.8117	80.9117	80.8617
2025-03-08	USD	JPY	146.9737	146.8237	147.1237	146.9737
2025-03-08	USD	CAD	1.3874	1.3866	1.3882	1.3874
2025-03-08	USD	AUD	1.5621	1.5611	1.5631	1.5621
2025-03-08	USD	CHF	0.8791	0.8786	0.8796	0.8791
2025-03-08	USD	SGD	1.331	1.3304	1.3316	1.331
2025-03-09	USD	EUR	0.8991	0.8987	0.8995	0.8991
2025-03-09	USD	GBP	0.794	0.7935	0.7945	0.794
2025-03-09	USD	INR	82.8073	82.7573	82.8573	82.8073
2025-03-09	USD	JPY	147.628	147.478	147.778	147.628
2025-03-09	USD	CAD	1.3161	1.3153	1.3169	1.3161
2025-03-09	USD	AUD	1.5602	1.5592	1.5612	1.5602
2025-03-09	USD	CHF	0.8926	0.8921	0.8931	0.8926
2025-03-09	USD	SGD	1.3071	1.3065	1.3077	1.3071
2025-03-10	USD	EUR	0.8972	0.8968	0.8976	0.8972
2025-03-10	USD	GBP	0.7621	0.7616	0.7626	0.7621
2025-03-10	USD	INR	84.0972	84.0472	84.1472	84.0972
2025-03-10	USD	JPY	145.5616	145.4116	145.7116	145.5616
2025-03-10	USD	CAD	1.3315	1.3307	1.3323	1.3315
2025-03-10	USD	AUD	1.5036	1.5026	1.5046	1.5036
2025-03-10	USD	CHF	0.8756	0.8751	0.8761	0.8756
2025-03-10	USD	SGD	1.3607	1.3601	1.3613	1.3607
2025-03-11	USD	EUR	0.9303	0.9299	0.9307	0.9303
2025-03-11	USD	GBP	0.7928	0.7923	0.7933	0.7928
2025-03-11	USD	INR	85.341	85.291	85.391	85.341
2025-03-11	USD	JPY	142.9882	142.8382	143.1382	142.9882
2025-03-11	USD	CAD	1.3525	1.3517	1.3533	1.3525
2025-03-11	USD	AUD	1.5196	1.5186	1.5206	1.5196
2025-03-11	USD	CHF	0.8999	0.8994	0.9004	0.8999
2025-03-11	USD	SGD	1.3386	1.338	1.3392	1.3386
2025-03-12	USD	EUR	0.9116	0.9112	0.912	0.9116
2025-03-12	USD	GBP	0.7666	0.7661	0.7671	0.7666
2025-03-12	USD	INR	84.0386	83.9886	84.0886	84.0386
2025-03-12	USD	JPY	144.6806	144.5306	144.8306	144.6806
2025-03-12	USD	CAD	1.347	1.3462	1.3478	1.347
2025-03-12	USD	AUD	1.4937	1.4927	1.4947	1.4937
2025-03-12	USD	CHF	0.8703	0.8698	0.8708	0.8703
2025-03-12	USD	SGD	1.3743	1.3737	1.3749	1.3743
2025-03-13	USD	EUR	0.9094	0.909	0.9098	0.9094
2025-03-13	USD	GBP	0.7957	0.7952	0.7962	0.7957
2025-03-13	USD	INR	84.8268	84.7768	84.8768	84.8268
2025-03-13	USD	JPY	141.1573	141.0073	141.3073	141.1573
2025-03-13	USD	CAD	1.3767	1.3759	1.3775	1.3767
2025-03-13	USD	AUD	1.5654	1.5644	1.5664	1.5654
2025-03-13	USD	CHF	0.8764	0.8759	0.8769	0.8764
2025-03-13	USD	SGD	1.3176	1.317	1.3182	1.3176
2025-03-14	USD	EUR	0.8932	0.8928	0.8936	0.8932
2025-03-14	USD	GBP	0.7765	0.776	0.777	0.7765
2025-03-14	USD	INR	80.9596	80.9096	81.0096	80.9596
2025-03-14	USD	JPY	146.2366	146.0866	146.3866	146.2366
2025-03-14	USD	CAD	1.3469	1.3461	1.3477	1.3469
2025-03-14	USD	AUD	1.5426	1.5416	1.5436	1.5426
2025-03-14	USD	CHF	0.89	0.8895	0.8905	0.89
2025-03-14	USD	SGD	1.3338	1.3332	1.3344	1.3338
2025-03-15	USD	EUR	0.9258	0.9254	0.9262	0.9258
2025-03-15	USD	GBP	0.7967	0.7962	0.7972	0.7967
2025-03-15	USD	INR	82.4885	82.4385	82.5385	82.4885
2025-03-15	USD	JPY	142.3238	142.1738	142.4738	142.3238
2025-03-15	USD	CAD	1.3182	1.3174	1.319	1.3182
2025-03-15	USD	AUD	1.5507	1.5497	1.5517	1.5507
2025-03-15	USD	CHF	0.8879	0.8874	0.8884	0.8879
2025-03-15	USD	SGD	1.3043	1.3037	1.3049	1.3043
2025-03-16	USD	EUR	0.9341	0.9337	0.9345	0.9341
2025-03-16	USD	GBP	0.7759	0.7754	0.7764	0.7759
2025-03-16	USD	INR	82.6493	82.5993	82.6993	82.6493
2025-03-16	USD	JPY	147.84	147.69	147.99	147.84
2025-03-16	USD	CAD	1.3887	1.3879	1.3895	1.3887
2025-03-16	USD	AUD	1.5236	1.5226	1.5246	1.5236
2025-03-16	USD	CHF	0.8872	0.8867	0.8877	0.8872
2025-03-16	USD	SGD	1.3537	1.3531	1.3543	1.3537
2025-03-17	USD	EUR	0.939	0.9386	0.9394	0.939
2025-03-17	USD	GBP	0.78	0.7795	0.7805	0.78
2025-03-17	USD	INR	84.4617	84.4117	84.5117	84.4617
2025-03-17	USD	JPY	144.7639	144.6139	144.9139	144.7639
2025-03-17	USD	CAD	1.3527	1.3519	1.3535	1.3527
2025-03-17	USD	AUD	1.4876	1.4866	1.4886	1.4876
2025-03-17	USD	CHF	0.8893	0.8888	0.8898	0.8893
2025-03-17	USD	SGD	1.3012	1.3006	1.3018	1.3012
2025-03-18	USD	EUR	0.9002	0.8998	0.9006	0.9002
2025-03-18	USD	GBP	0.7987	0.7982	0.7992	0.7987
2025-03-18	USD	INR	83.9343	83.8843	83.9843	83.9343
2025-03-18	USD	JPY	140.9289	140.7789	141.0789	140.9289
2025-03-18	USD	CAD	1.363	1.3622	1.3638	1.363
2025-03-18	USD	AUD	1.5389	1.5379	1.5399	1.5389
2025-03-18	USD	CHF	0.8861	0.8856	0.8866	0.8861
2025-03-18	USD	SGD	1.3179	1.3173	1.3185	1.3179
2025-03-19	USD	EUR	0.9207	0.9203	0.9211	0.9207
2025-03-19	USD	GBP	0.7888	0.7883	0.7893	0.7888
2025-03-19	USD	INR	84.2488	84.1988	84.2988	84.2488
2025-03-19	USD	JPY	142.4248	142.2748	142.5748	142.4248
2025-03-19	USD	CAD	1.3522	1.3514	1.353	1.3522
2025-03-19	USD	AUD	1.502	1.501	1.503	1.502
2025-03-19	USD	CHF	0.8603	0.8598	0.8608	0.8603
2025-03-19	USD	SGD	1.3295	1.3289	1.3301	1.3295
2025-03-20	USD	EUR	0.9186	0.9182	0.919	0.9186
2025-03-20	USD	GBP	0.7654	0.7649	0.7659	0.7654
2025-03-20	USD	INR	83.9229	83.8729	83.9729	83.9229
2025-03-20	USD	JPY	146.2807	146.1307	146.4307	146.2807
2025-03-20	USD	CAD	1.3295	1.3287	1.3303	1.3295
2025-03-20	USD	AUD	1.4821	1.4811	1.4831	1.4821
2025-03-20	USD	CHF	0.8872	0.8867	0.8877	0.8872
2025-03-20	USD	SGD	1.365	1.3644	1.3656	1.365
2025-03-21	USD	EUR	0.8951	0.8947	0.8955	0.8951
2025-03-21	USD	GBP	0.7726	0.7721	0.7731	0.7726
2025-03-21	USD	INR	84.7192	84.6692	84.7692	84.7192
2025-03-21	USD	JPY	142.3439	142.1939	142.4939	142.3439
2025-03-21	USD	CAD	1.3566	1.3558	1.3574	1.3566
2025-03-21	USD	AUD	1.4807	1.4797	1.4817	1.4807
2025-03-21	USD	CHF	0.8808	0.8803	0.8813	0.8808
2025-03-21	USD	SGD	1.377	1.3764	1.3776	1.377
2025-03-22	USD	EUR	0.9142	0.9138	0.9146	0.9142
2025-03-22	USD	GBP	0.7718	0.7713	0.7723	0.7718
2025-03-22	USD	INR	85.4978	85.4478	85.5478	85.4978
2025-03-22	USD	JPY	147.037	146.887	147.187	147.037
2025-03-22	USD	CAD	1.3641	1.3633	1.3649	1.3641
2025-03-22	USD	AUD	1.5086	1.5076	1.5096	1.5086
2025-03-22	USD	CHF	0.8691	0.8686	0.8696	0.8691
2025-03-22	USD	SGD	1.3646	1.364	1.3652	1.3646
2025-03-23	USD	EUR	0.9322	0.9318	0.9326	0.9322
2025-03-23	USD	GBP	0.7647	0.7642	0.7652	0.7647
2025-03-23	USD	INR	84.1043	84.0543	84.1543	84.1043
2025-03-23	USD	JPY	145.6607	145.5107	145.8107	145.6607
2025-03-23	USD	CAD	1.3786	1.3778	1.3794	1.3786
2025-03-23	USD	AUD	1.5109	1.5099	1.5119	1.5109
2025-03-23	USD	CHF	0.9054	0.9049	0.9059	0.9054
2025-03-23	USD	SGD	1.3049	1.3043	1.3055	1.3049
2025-03-24	USD	EUR	0.9379	0.9375	0.9383	0.9379
2025-03-24	USD	GBP	0.7946	0.7941	0.7951	0.7946
2025-03-24	USD	INR	81.9297	81.8797	81.9797	81.9297
2025-03-24	USD	JPY	140.5538	140.4038	140.7038	140.5538
2025-03-24	USD	CAD	1.3419	1.3411	1.3427	1.3419
2025-03-24	USD	AUD	1.5104	1.5094	1.5114	1.5104
2025-03-24	USD	CHF	0.8805	0.88	0.881	0.8805
2025-03-24	USD	SGD	1.3217	1.3211	1.3223	1.3217
2025-03-25	USD	EUR	0.902	0.9016	0.9024	0.902
2025-03-25	USD	GBP	0.7781	0.7776	0.7786	0.7781
2025-03-25	USD	INR	82.9279	82.8779	82.9779	82.9279
2025-03-25	USD	JPY	145.9379	145.7879	146.0879	145.9379
2025-03-25	USD	CAD	1.385	1.3842	1.3858	1.385
2025-03-25	USD	AUD	1.5481	1.5471	1.5491	1.5481
2025-03-25	USD	CHF	0.896	0.8955	0.8965	0.896
2025-03-25	USD	SGD	1.3713	1.3707	1.3719	1.3713
2025-03-26	USD	EUR	0.9005	0.9001	0.9009	0.9005
2025-03-26	USD	GBP	0.7632	0.7627	0.7637	0.7632
2025-03-26	USD	INR	84.4113	84.3613	84.4613	84.4113
2025-03-26	USD	JPY	145.8143	145.6643	145.9643	145.8143
2025-03-26	USD	CAD	1.3758	1.375	1.3766	1.3758
2025-03-26	USD	AUD	1.4834	1.4824	1.4844	1.4834
2025-03-26	USD	CHF	0.8909	0.8904	0.8914	0.8909
2025-03-26	USD	SGD	1.3756	1.375	1.3762	1.3756
2025-03-27	USD	EUR	0.9406	0.9402	0.941	0.9406
2025-03-27	USD	GBP	0.7924	0.7919	0.7929	0.7924
2025-03-27	USD	INR	81.9247	81.8747	81.9747	81.9247
2025-03-27	USD	JPY	145.2203	145.0703	145.3703	145.2203
2025-03-27	USD	CAD	1.3658	1.365	1.3666	1.3658
2025-03-27	USD	AUD	1.5615	1.5605	1.5625	1.5615
2025-03-27	USD	CHF	0.88	0.8795	0.8805	0.88
2025-03-27	USD	SGD	1.3552	1.3546	1.3558	1.3552
2025-03-28	USD	EUR	0.9374	0.937	0.9378	0.9374
2025-03-28	USD	GBP	0.7786	0.7781	0.7791	0.7786
2025-03-28	USD	INR	83.0528	83.0028	83.1028	83.0528
2025-03-28	USD	JPY	142.4625	142.3125	142.6125	142.4625
2025-03-28	USD	CAD	1.3234	1.3226	1.3242	1.3234
2025-03-28	USD	AUD	1.5152	1.5142	1.5162	1.5152
2025-03-28	USD	CHF	0.8717	0.8712	0.8722	0.8717
2025-03-28	USD	SGD	1.3431	1.3425	1.3437	1.3431
2025-03-29	USD	EUR	0.9147	0.9143	0.9151	0.9147
2025-03-29	USD	GBP	0.764	0.7635	0.7645	0.764
2025-03-29	USD	INR	85.5801	85.5301	85.6301	85.5801
2025-03-29	USD	JPY	141.2507	141.1007	141.4007	141.2507
2025-03-29	USD	CAD	1.3459	1.3451	1.3467	1.3459
2025-03-29	USD	AUD	1.5162	1.5152	1.5172	1.5162
2025-03-29	USD	CHF	0.9062	0.9057	0.9067	0.9062
2025-03-29	USD	SGD	1.3522	1.3516	1.3528	1.3522
2025-03-30	USD	EUR	0.9112	0.9108	0.9116	0.9112
2025-03-30	USD	GBP	0.8061	0.8056	0.8066	0.8061
2025-03-30	USD	INR	81.0927	81.0427	81.1427	81.0927
2025-03-30	USD	JPY	143.9745	143.8245	144.1245	143.9745
2025-03-30	USD	CAD	1.3475	1.3467	1.3483	1.3475
2025-03-30	USD	AUD	1.5509	1.5499	1.5519	1.5509
2025-03-30	USD	CHF	0.904	0.9035	0.9045	0.904
2025-03-30	USD	SGD	1.3798	1.3792	1.3804	1.3798
2025-03-31	USD	EUR	0.9401	0.9397	0.9405	0.9401
2025-03-31	USD	GBP	0.7962	0.7957	0.7967	0.7962
2025-03-31	USD	INR	81.0534	81.0034	81.1034	81.0534
2025-03-31	USD	JPY	147.1469	146.9969	147.2969	147.1469
2025-03-31	USD	CAD	1.3338	1.333	1.3346	1.3338
2025-03-31	USD	AUD	1.5475	1.5465	1.5485	1.5475
2025-03-31	USD	CHF	0.8967	0.8962	0.8972	0.8967
2025-03-31	USD	SGD	1.3707	1.3701	1.3713	1.3707
2025-04-01	USD	EUR	0.9055	0.9051	0.9059	0.9055
2025-04-01	USD	GBP	0.7777	0.7772	0.7782	0.7777
2025-04-01	USD	INR	82.0958	82.0458	82.1458	82.0958
2025-04-01	USD	JPY	148.4873	148.3373	148.6373	148.4873
2025-04-01	USD	CAD	1.3486	1.3478	1.3494	1.3486
2025-04-01	USD	AUD	1.5125	1.5115	1.5135	1.5125
2025-04-01	USD	CHF	0.8626	0.8621	0.8631	0.8626
2025-04-01	USD	SGD	1.3508	1.3502	1.3514	1.3508
2025-04-02	USD	EUR	0.9317	0.9313	0.9321	0.9317
2025-04-02	USD	GBP	0.7831	0.7826	0.7836	0.7831
2025-04-02	USD	INR	85.1406	85.0906	85.1906	85.1406
2025-04-02	USD	JPY	142.7349	142.5849	142.8849	142.7349
2025-04-02	USD	CAD	1.3131	1.3123	1.3139	1.3131
2025-04-02	USD	AUD	1.558	1.557	1.559	1.558
2025-04-02	USD	CHF	0.8559	0.8554	0.8564	0.8559
2025-04-02	USD	SGD	1.3053	1.3047	1.3059	1.3053
2025-04-03	USD	EUR	0.9403	0.9399	0.9407	0.9403
2025-04-03	USD	GBP	0.783	0.7825	0.7835	0.783
2025-04-03	USD	INR	85.501	85.451	85.551	85.501
2025-04-03	USD	JPY	142.5345	142.3845	142.6845	142.5345
2025-04-03	USD	CAD	1.3504	1.3496	1.3512	1.3504
2025-04-03	USD	AUD	1.5509	1.5499	1.5519	1.5509
2025-04-03	USD	CHF	0.8637	0.8632	0.8642	0.8637
2025-04-03	USD	SGD	1.3197	1.3191	1.3203	1.3197
2025-04-04	USD	EUR	0.9117	0.9113	0.9121	0.9117
2025-04-04	USD	GBP	0.7758	0.7753	0.7763	0.7758
2025-04-04	USD	INR	81.9685	81.9185	82.0185	81.9685
2025-04-04	USD	JPY	145.8498	145.6998	145.9998	145.8498
2025-04-04	USD	CAD	1.3512	1.3504	1.352	1.3512
2025-04-04	USD	AUD	1.4846	1.4836	1.4856	1.4846
2025-04-04	USD	CHF	0.8824	0.8819	0.8829	0.8824
2025-04-04	USD	SGD	1.3644	1.3638	1.365	1.3644
2025-04-05	USD	EUR	0.9041	0.9037	0.9045	0.9041
2025-04-05	USD	GBP	0.7692	0.7687	0.7697	0.7692
2025-04-05	USD	INR	85.1512	85.1012	85.2012	85.1512
2025-04-05	USD	JPY	140.678	140.528	140.828	140.678
2025-04-05	USD	CAD	1.3769	1.3761	1.3777	1.3769
2025-04-05	USD	AUD	1.5485	1.5475	1.5495	1.5485
2025-04-05	USD	CHF	0.8724	0.8719	0.8729	0.8724
2025-04-05	USD	SGD	1.3343	1.3337	1.3349	1.3343
2025-04-06	USD	EUR	0.9243	0.9239	0.9247	0.9243
2025-04-06	USD	GBP	0.7711	0.7706	0.7716	0.7711
2025-04-06	USD	INR	82.2395	82.1895	82.2895	82.2395
2025-04-06	USD	JPY	140.6603	140.5103	140.8103	140.6603
2025-04-06	USD	CAD	1.3799	1.3791	1.3807	1.3799
2025-04-06	USD	AUD	1.5296	1.5286	1.5306	1.5296
2025-04-06	USD	CHF	0.8592	0.8587	0.8597	0.8592
2025-04-06	USD	SGD	1.3568	1.3562	1.3574	1.3568
2025-04-07	USD	EUR	0.9413	0.9409	0.9417	0.9413
2025-04-07	USD	GBP	0.808	0.8075	0.8085	0.808
2025-04-07	USD	INR	83.8755	83.8255	83.9255	83.8755
2025-04-07	USD	JPY	142.5425	142.3925	142.6925	142.5425
2025-04-07	USD	CAD	1.3728	1.372	1.3736	1.3728
2025-04-07	USD	AUD	1.5501	1.5491	1.5511	1.5501
2025-04-07	USD	CHF	0.8799	0.8794	0.8804	0.8799
2025-04-07	USD	SGD	1.3065	1.3059	1.3071	1.3065
2025-04-08	USD	EUR	0.924	0.9236	0.9244	0.924
2025-04-08	USD	GBP	0.7983	0.7978	0.7988	0.7983
2025-04-08	USD	INR	81.0198	80.9698	81.0698	81.0198
2025-04-08	USD	JPY	141.8814	141.7314	142.0314	141.8814
2025-04-08	USD	CAD	1.3351	1.3343	1.3359	1.3351
2025-04-08	USD	AUD	1.5122	1.5112	1.5132	1.5122
2025-04-08	USD	CHF	0.8579	0.8574	0.8584	0.8579
2025-04-08	USD	SGD	1.3355	1.3349	1.3361	1.3355
2025-04-09	USD	EUR	0.939	0.9386	0.9394	0.939
2025-04-09	USD	GBP	0.7717	0.7712	0.7722	0.7717
2025-04-09	USD	INR	83.4229	83.3729	83.4729	83.4229
2025-04-09	USD	JPY	145.6532	145.5032	145.8032	145.6532
2025-04-09	USD	CAD	1.3321	1.3313	1.3329	1.3321
2025-04-09	USD	AUD	1.5225	1.5215	1.5235	1.5225
2025-04-09	USD	CHF	0.8812	0.8807	0.8817	0.8812
2025-04-09	USD	SGD	1.3088	1.3082	1.3094	1.3088
2025-04-10	USD	EUR	0.9	0.8996	0.9004	0.9
2025-04-10	USD	GBP	0.7831	0.7826	0.7836	0.7831
2025-04-10	USD	INR	85.3959	85.3459	85.4459	85.3959
2025-04-10	USD	JPY	148.3941	148.2441	148.5441	148.3941
2025-04-10	USD	CAD	1.3885	1.3877	1.3893	1.3885
2025-04-10	USD	AUD	1.543	1.542	1.544	1.543
2025-04-10	USD	CHF	0.8984	0.8979	0.8989	0.8984
2025-04-10	USD	SGD	1.3246	1.324	1.3252	1.3246
2025-04-11	USD	EUR	0.929	0.9286	0.9294	0.929
2025-04-11	USD	GBP	0.7953	0.7948	0.7958	0.7953
2025-04-11	USD	INR	84.8299	84.7799	84.8799	84.8299
2025-04-11	USD	JPY	141.4524	141.3024	141.6024	141.4524
2025-04-11	USD	CAD	1.3122	1.3114	1.313	1.3122
2025-04-11	USD	AUD	1.5196	1.5186	1.5206	1.5196
2025-04-11	USD	CHF	0.8605	0.86	0.861	0.8605
2025-04-11	USD	SGD	1.3654	1.3648	1.366	1.3654
2025-04-12	USD	EUR	0.9179	0.9175	0.9183	0.9179
2025-04-12	USD	GBP	0.769	0.7685	0.7695	0.769
2025-04-12	USD	INR	80.6742	80.6242	80.7242	80.6742
2025-04-12	USD	JPY	146.7946	146.6446	146.9446	146.7946
2025-04-12	USD	CAD	1.3181	1.3173	1.3189	1.3181
2025-04-12	USD	AUD	1.509	1.508	1.51	1.509
2025-04-12	USD	CHF	0.9063	0.9058	0.9068	0.9063
2025-04-12	USD	SGD	1.3078	1.3072	1.3084	1.3078
2025-04-13	USD	EUR	0.9252	0.9248	0.9256	0.9252
2025-04-13	USD	GBP	0.7849	0.7844	0.7854	0.7849
2025-04-13	USD	INR	84.5246	84.4746	84.5746	84.5246
2025-04-13	USD	JPY	142.6329	142.4829	142.7829	142.6329
2025-04-13	USD	CAD	1.3535	1.3527	1.3543	1.3535
2025-04-13	USD	AUD	1.5462	1.5452	1.5472	1.5462
2025-04-13	USD	CHF	0.878	0.8775	0.8785	0.878
2025-04-13	USD	SGD	1.3722	1.3716	1.3728	1.3722
2025-04-14	USD	EUR	0.9002	0.8998	0.9006	0.9002
2025-04-14	USD	GBP	0.786	0.7855	0.7865	0.786
2025-04-14	USD	INR	84.2033	84.1533	84.2533	84.2033
2025-04-14	USD	JPY	148.4501	148.3001	148.6001	148.4501
2025-04-14	USD	CAD	1.3804	1.3796	1.3812	1.3804
2025-04-14	USD	AUD	1.544	1.543	1.545	1.544
